Name,RA,Dec,exptime,median_counts
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_065716_Camera0.fits,329:01:59.5527,46:41:29.2103,2.852601051330566,1463.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082005_Camera0.fits,347:36:08.573,22:20:37.5399,3.152343034744263,1497.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_070209_Camera0.fits,322:57:00.0244,48:26:00.0006,3.150203943252563,1476.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082103_Camera0.fits,27:19:28.4798,40:41:33.6348,2.8542320728302,1500.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_070736_Camera0.fits,82:10:45.0571,35:51:18.0278,2.850023984909058,1516.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082204_Camera0.fits,353:33:17.2178,53:22:14.6459,3.152328968048096,1501.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_070917_Camera0.fits,82:23:44.8918,35:51:19.5669,2.986204147338867,1527.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082306_Camera0.fits,52:26:58.924,46:20:47.8627,3.020898818969727,1498.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071026_Camera0.fits,29:42:05.8066,1:01:59.0516,3.009093999862671,1405.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082405_Camera0.fits,41:51:47.0643,69:57:17.401,3.153709888458252,1514.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071136_Camera0.fits,5:23:22.936,-9:59:52.612,2.852466106414795,1478.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_084506_Camera0.fits,28:49:22.0941,-9:59:03.5706,3.072479009628296,1549.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071244_Camera0.fits,26:37:09.7995,21:26:04.5854,3.08241605758667,1501.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_121544_Camera0.fits,120:53:35.2699,20:15:27.4739,5.226187944412231,1500.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071345_Camera0.fits,26:52:22.0761,21:26:05.3661,2.931265830993652,1504.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074057_Camera0.fits,33:41:14.7405,21:26:30.9177,3.082356929779053,1507.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_123243_Camera0.fits,165:55:55.2372,61:45:03.7418,5.466073036193848,1550.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074138_Camera0.fits,7:31:24.8132,18:21:08.4799,2.863694906234741,1512.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_124420_Camera0.fits,128:04:18.9368,20:16:10.8279,5.449025869369507,1503.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074217_Camera0.fits,45:35:25.274,33:36:22.1183,2.982975006103516,1498.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074611_Camera0.fits,38:39:56.665,1:02:35.6297,2.929934024810791,1519.00
