Name,RA,Dec,exptime,median_counts
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211027_Camera0.fits,299:01:22.6577,36:35:48.8407,5.25298810005188,1419.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_201953_Camera0.fits,295:54:03.3858,22:49:09.9051,10.47616386413574,5707.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211147_Camera0.fits,318:03:35.0997,15:58:20.2849,5.101562976837158,1419.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_202240_Camera0.fits,296:37:10.4342,22:49:05.1782,5.10234808921814,2627.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211258_Camera0.fits,279:39:52.3876,26:40:25.5019,4.78654408454895,1414.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_202933_Camera0.fits,259:16:50.8353,43:08:09.4022,5.083500862121582,1620.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211413_Camera0.fits,292:25:26.2639,5:11:10.5237,4.988381147384644,1418.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203157_Camera0.fits,259:16:50.8287,43:08:09.3645,5.250140905380249,1575.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211529_Camera0.fits,293:24:36.0188,-22:23:59.3664,4.9687659740448,1423.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203223_Camera0.fits,259:16:50.9389,43:08:09.4591,5.039825916290283,1534.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211751_Camera0.fits,262:05:02.1121,-16:46:51.8877,4.875033140182495,1423.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203253_Camera0.fits,259:16:50.858,43:08:09.3989,5.252870082855225,1528.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_211638_Camera0.fits,270:10:23.8119,7:31:45.9829,5.254439830780029,1416.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203320_Camera0.fits,259:16:50.8387,43:08:09.3553,4.754763841629028,1509.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_213852_Camera0.fits,263:02:36.0709,20:12:38.3614,10.23103809356689,1424.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203353_Camera0.fits,259:16:50.8249,43:08:09.3688,5.165687084197998,1507.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_214009_Camera0.fits,248:39:47.2521,1:10:47.5707,9.91702389717102,1429.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203420_Camera0.fits,259:16:50.8894,43:08:09.4067,4.753374814987183,1493.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_214155_Camera0.fits,224:22:13.7852,-9:47:34.4452,10.24253392219543,1451.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203446_Camera0.fits,259:16:50.9344,43:08:09.4609,4.749518156051636,1486.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_214311_Camera0.fits,245:49:31.6396,21:35:10.7046,10.41338086128235,1424.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_203513_Camera0.fits,259:16:50.9089,43:08:09.413,5.248245000839233,1488.00
/scr2/viraj/winter_data/commissioning/raw/20210804/SUMMER_20210803_214430_Camera0.fits,219:46:46.802,18:33:29.6976,10.44681000709534,1434.00
